original_dir,old_name,new_name,file_size_bytes,year,name_year,date,site,Location for cluster,Latittude for cluster,Longitude for cluster,latitude,longitude,altitude,start time,# parrots,behavior,province,species,sorted
CPV2016ContactCalls,1096.06.21.55.wav,1096.06.21.55-2016.wav,51790,2016,1096.06.21.55-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.06.23.05.wav,1096.06.23.05-2016.wav,35518,2016,1096.06.23.05-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.06.26.95.wav,1096.06.26.95-2016.wav,26716,2016,1096.06.26.95-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.06.30.40.wav,1096.06.30.40-2016.wav,29118,2016,1096.06.30.40-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.06.48.35.wav,1096.06.48.35-2016.wav,24984,2016,1096.06.48.35-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.06.51.35.wav,1096.06.51.35-2016.wav,45790,2016,1096.06.51.35-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.07.11.10.wav,1096.07.11.10-2016.wav,38054,2016,1096.07.11.10-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.07.11.55.wav,1096.07.11.55-2016.wav,31652,2016,1096.07.11.55-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.07.12.55.wav,1096.07.12.55-2016.wav,25650,2016,1096.07.12.55-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.07.12.90.wav,1096.07.12.90-2016.wav,24718,2016,1096.07.12.90-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.07.13.40.wav,1096.07.13.40-2016.wav,20984,2016,1096.07.13.40-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.07.13.85.wav,1096.07.13.85-2016.wav,28318,2016,1096.07.13.85-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.07.19.65.wav,1096.07.19.65-2016.wav,20848,2016,1096.07.19.65-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.07.20.60.wav,1096.07.20.60-2016.wav,17648,2016,1096.07.20.60-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.07.20.85.wav,1096.07.20.85-2016.wav,32184,2016,1096.07.20.85-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.07.24.10.wav,1096.07.24.10-2016.wav,18314,2016,1096.07.24.10-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.07.25.35.wav,1096.07.25.35-2016.wav,31252,2016,1096.07.25.35-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.07.28.10.wav,1096.07.28.10-2016.wav,30718,2016,1096.07.28.10-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.07.29.40.wav,1096.07.29.40-2016.wav,22716,2016,1096.07.29.40-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.08.41.25.wav,1096.08.41.25-2016.wav,17382,2016,1096.08.41.25-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.09.03.55.wav,1096.09.03.55-2016.wav,23918,2016,1096.09.03.55-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.09.32.25.wav,1096.09.32.25-2016.wav,22182,2016,1096.09.32.25-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.09.41.25.wav,1096.09.41.25-2016.wav,20850,2016,1096.09.41.25-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.09.44.90.wav,1096.09.44.90-2016.wav,29386,2016,1096.09.44.90-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.09.56.90.wav,1096.09.56.90-2016.wav,24850,2016,1096.09.56.90-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.10.00.30.wav,1096.10.00.30-2016.wav,29650,2016,1096.10.00.30-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.10.04.45.wav,1096.10.04.45-2016.wav,23250,2016,1096.10.04.45-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.10.08.10.wav,1096.10.08.10-2016.wav,15648,2016,1096.10.08.10-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.10.38.35.wav,1096.10.38.35-2016.wav,19250,2016,1096.10.38.35-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.10.38.90.wav,1096.10.38.90-2016.wav,20182,2016,1096.10.38.90-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.10.39.70.wav,1096.10.39.70-2016.wav,12714,2016,1096.10.39.70-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.10.43.30.wav,1096.10.43.30-2016.wav,17648,2016,1096.10.43.30-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.10.45.05.wav,1096.10.45.05-2016.wav,19382,2016,1096.10.45.05-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.10.49.15.wav,1096.10.49.15-2016.wav,14982,2016,1096.10.49.15-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.10.49.70.wav,1096.10.49.70-2016.wav,17248,2016,1096.10.49.70-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.11.34.65.wav,1096.11.34.65-2016.wav,20716,2016,1096.11.34.65-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.11.35.10.wav,1096.11.35.10-2016.wav,30718,2016,1096.11.35.10-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.11.38.25.wav,1096.11.38.25-2016.wav,20582,2016,1096.11.38.25-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.11.42.80.wav,1096.11.42.80-2016.wav,18316,2016,1096.11.42.80-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.11.53.55.wav,1096.11.53.55-2016.wav,29520,2016,1096.11.53.55-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.11.54.10.wav,1096.11.54.10-2016.wav,26450,2016,1096.11.54.10-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.11.57.25.wav,1096.11.57.25-2016.wav,19382,2016,1096.11.57.25-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.12.01.15.wav,1096.12.01.15-2016.wav,23516,2016,1096.12.01.15-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.12.01.75.wav,1096.12.01.75-2016.wav,25784,2016,1096.12.01.75-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.12.02.10.wav,1096.12.02.10-2016.wav,16980,2016,1096.12.02.10-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.12.24.45.wav,1096.12.24.45-2016.wav,24050,2016,1096.12.24.45-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.12.28.15.wav,1096.12.28.15-2016.wav,33918,2016,1096.12.28.15-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.12.55.15.wav,1096.12.55.15-2016.wav,19250,2016,1096.12.55.15-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.12.55.55.wav,1096.12.55.55-2016.wav,23918,2016,1096.12.55.55-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.12.58.95.wav,1096.12.58.95-2016.wav,23516,2016,1096.12.58.95-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.13.02.40.wav,1096.13.02.40-2016.wav,18582,2016,1096.13.02.40-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.13.04.85.wav,1096.13.04.85-2016.wav,18716,2016,1096.13.04.85-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.13.06.45.wav,1096.13.06.45-2016.wav,18982,2016,1096.13.06.45-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.13.11.75.wav,1096.13.11.75-2016.wav,18582,2016,1096.13.11.75-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.13.12.70.wav,1096.13.12.70-2016.wav,40588,2016,1096.13.12.70-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.13.13.80.wav,1096.13.13.80-2016.wav,32852,2016,1096.13.13.80-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.13.15.15.wav,1096.13.15.15-2016.wav,33918,2016,1096.13.15.15-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.13.18.85.wav,1096.13.18.85-2016.wav,29918,2016,1096.13.18.85-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.13.21.35.wav,1096.13.21.35-2016.wav,28718,2016,1096.13.21.35-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.13.24.50.wav,1096.13.24.50-2016.wav,40854,2016,1096.13.24.50-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.13.27.15.wav,1096.13.27.15-2016.wav,26584,2016,1096.13.27.15-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.13.33.50.wav,1096.13.33.50-2016.wav,22048,2016,1096.13.33.50-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.13.46.65.wav,1096.13.46.65-2016.wav,20048,2016,1096.13.46.65-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.13.47.25.wav,1096.13.47.25-2016.wav,22050,2016,1096.13.47.25-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.13.50.00.wav,1096.13.50.00-2016.wav,18582,2016,1096.13.50.00-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.13.52.45.wav,1096.13.52.45-2016.wav,22850,2016,1096.13.52.45-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.13.55.10.wav,1096.13.55.10-2016.wav,31652,2016,1096.13.55.10-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.13.56.90.wav,1096.13.56.90-2016.wav,20584,2016,1096.13.56.90-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.13.57.65.wav,1096.13.57.65-2016.wav,21250,2016,1096.13.57.65-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.14.02.45.wav,1096.14.02.45-2016.wav,33520,2016,1096.14.02.45-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.14.04.05.wav,1096.14.04.05-2016.wav,38854,2016,1096.14.04.05-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.14.05.15.wav,1096.14.05.15-2016.wav,15648,2016,1096.14.05.15-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.14.24.40.wav,1096.14.24.40-2016.wav,21248,2016,1096.14.24.40-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.14.29.10.wav,1096.14.29.10-2016.wav,20182,2016,1096.14.29.10-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.14.29.65.wav,1096.14.29.65-2016.wav,18448,2016,1096.14.29.65-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.14.32.70.wav,1096.14.32.70-2016.wav,20982,2016,1096.14.32.70-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.14.34.55.wav,1096.14.34.55-2016.wav,18982,2016,1096.14.34.55-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.14.35.20.wav,1096.14.35.20-2016.wav,19516,2016,1096.14.35.20-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.14.44.50.wav,1096.14.44.50-2016.wav,12180,2016,1096.14.44.50-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.14.54.05.wav,1096.14.54.05-2016.wav,17782,2016,1096.14.54.05-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.14.57.55.wav,1096.14.57.55-2016.wav,30984,2016,1096.14.57.55-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.15.01.10.wav,1096.15.01.10-2016.wav,24850,2016,1096.15.01.10-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.15.03.15.wav,1096.15.03.15-2016.wav,21116,2016,1096.15.03.15-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.15.09.65.wav,1096.15.09.65-2016.wav,22850,2016,1096.15.09.65-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.15.12.90.wav,1096.15.12.90-2016.wav,23516,2016,1096.15.12.90-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.15.21.85.wav,1096.15.21.85-2016.wav,25650,2016,1096.15.21.85-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.15.28.80.wav,1096.15.28.80-2016.wav,19916,2016,1096.15.28.80-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.15.31.60.wav,1096.15.31.60-2016.wav,18448,2016,1096.15.31.60-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
CPV2016ContactCalls,1096.15.34.45.wav,1096.15.34.45-2016.wav,24584,2016,1096.15.34.45-2016.wav,7/22/16,Amorentia ,Amorentia,-23.76382,30.04355,S 23.76382,E 030.04355,3198 feet ,4:15 PM,4,"Flying, Perching, Circling, Feeding",Limpopo,Cape Parrot,sorted
